hour,day_of_week,is_weekend,month,is_monsoon,road_type,road_length_m,congestion_score
23,6,1,8,1,residential,1849.5,0.209
19,0,0,5,0,primary,824.7,1.0
16,5,1,9,1,tertiary,181.0,0.57
4,2,0,6,1,secondary,445.1,0.172
12,0,0,8,1,trunk,1858.0,1.0
5,5,1,2,0,primary,1225.7,0.268
0,3,0,2,0,secondary,1513.2,0.067
21,2,0,3,0,residential,1016.7,0.48
18,2,0,7,1,primary,421.3,1.0
9,2,0,10,1,primary,1465.7,1.0
18,2,0,1,0,secondary,1735.0,1.0
3,3,0,5,0,tertiary,1990.1,0.072
7,3,0,4,0,tertiary,1672.4,0.73
4,3,0,12,0,residential,1351.2,0.121
5,1,0,2,0,primary,1676.2,0.137
18,4,0,3,0,primary,1275.1,1.0
8,4,0,7,1,secondary,1166.4,1.0
21,4,0,8,1,secondary,1527.9,0.603
7,6,1,9,1,secondary,1759.5,0.399
10,3,0,1,0,tertiary,496.4,0.7
14,5,1,1,0,residential,1581.9,0.3
13,3,0,11,1,primary,934.5,1.0
12,6,1,8,1,secondary,1805.6,0.663
0,2,0,1,0,residential,1104.2,0.05
2,5,1,3,0,secondary,486.6,0.05
2,3,0,11,1,tertiary,78.9,0.13
14,0,0,11,1,tertiary,839.6,0.75
5,0,0,10,1,secondary,688.4,0.261
14,6,1,10,1,primary,1137.2,0.58
19,4,0,9,1,tertiary,1577.5,1.0
5,1,0,1,0,tertiary,1606.9,0.246
7,5,1,9,1,residential,1951.3,0.23
22,2,0,9,1,tertiary,1314.3,0.266
19,4,0,9,1,primary,1312.2,1.0
14,5,1,9,1,trunk,942.9,0.724
14,0,0,6,1,secondary,508.8,0.781
14,3,0,8,1,secondary,1101.6,0.95
14,2,0,7,1,primary,1928.9,0.893
20,5,1,8,1,residential,1240.3,0.363
18,3,0,9,1,residential,1451.2,1.0
4,2,0,9,1,trunk,432.5,0.226
10,5,1,9,1,primary,827.3,0.485
20,6,1,4,0,tertiary,151.2,0.401
11,6,1,7,1,residential,1469.0,0.453
14,4,0,1,0,primary,1362.4,0.755
5,6,1,12,0,tertiary,1712.3,0.185
8,2,0,3,0,trunk,816.7,1.0
11,6,1,10,1,tertiary,412.1,0.454
4,5,1,9,1,trunk,1701.1,0.111
6,4,0,10,1,primary,713.4,0.512
2,5,1,11,1,tertiary,413.9,0.056
5,2,0,7,1,secondary,1938.8,0.102
18,1,0,12,0,secondary,719.5,1.0
3,1,0,9,1,primary,1141.9,0.05
11,0,0,11,1,residential,1061.9,0.789
0,4,0,6,1,residential,1557.4,0.05
8,1,0,1,0,secondary,647.9,1.0
16,6,1,10,1,primary,1856.3,0.571
15,4,0,8,1,secondary,141.4,0.892
8,6,1,1,0,primary,1685.2,0.333
6,3,0,5,0,primary,684.2,0.43
10,1,0,2,0,secondary,1471.4,0.7
11,4,0,4,0,residential,977.9,0.56
7,6,1,7,1,residential,1710.5,0.17
19,2,0,3,0,primary,602.8,1.0
11,1,0,8,1,residential,1250.7,0.706
3,5,1,10,1,trunk,972.1,0.075
15,0,0,5,0,tertiary,303.1,0.641
16,4,0,9,1,tertiary,834.3,1.0
13,3,0,1,0,tertiary,1734.9,0.665
18,4,0,7,1,residential,1100.9,1.0
22,2,0,9,1,tertiary,1967.2,0.373
8,4,0,11,1,tertiary,1479.1,1.0
22,6,1,10,1,tertiary,396.7,0.312
19,0,0,2,0,residential,1971.5,0.995
0,0,0,1,0,secondary,1613.2,0.081
11,5,1,4,0,trunk,1312.3,0.504
4,5,1,2,0,tertiary,1743.5,0.183
2,1,0,1,0,tertiary,712.9,0.091
20,3,0,9,1,secondary,1379.9,0.896
9,6,1,9,1,trunk,1253.0,0.55
4,3,0,12,0,secondary,875.0,0.05
20,6,1,8,1,tertiary,1304.1,0.509
16,5,1,12,0,secondary,1842.5,0.527
9,1,0,2,0,trunk,476.0,1.0
3,5,1,3,0,secondary,1680.9,0.05
4,1,0,10,1,secondary,1763.4,0.08
1,3,0,12,0,primary,1776.7,0.05
16,1,0,7,1,tertiary,1004.6,0.891
17,1,0,8,1,residential,1061.4,1.0
14,1,0,3,0,tertiary,986.2,0.562
11,4,0,11,1,tertiary,993.5,0.773
18,0,0,6,1,secondary,1256.3,1.0
14,3,0,11,1,trunk,520.1,0.75
1,4,0,3,0,residential,1922.7,0.05
14,5,1,4,0,secondary,913.7,0.413
22,5,1,4,0,trunk,1328.0,0.375
0,2,0,3,0,secondary,352.6,0.05
18,4,0,4,0,residential,1769.0,1.0
10,5,1,10,1,primary,1298.7,0.452
17,1,0,4,0,secondary,683.9,1.0
18,6,1,9,1,secondary,674.4,1.0
8,3,0,2,0,residential,1463.3,0.855
15,1,0,3,0,residential,615.2,0.628
0,4,0,6,1,tertiary,1737.6,0.129
22,5,1,2,0,secondary,1791.9,0.208
19,6,1,10,1,residential,55.2,0.602
10,1,0,11,1,trunk,963.6,0.98
15,5,1,2,0,secondary,1006.1,0.51
18,4,0,9,1,secondary,304.8,1.0
21,6,1,2,0,secondary,1596.8,0.279
1,4,0,4,0,secondary,123.4,0.116
1,2,0,9,1,residential,1232.8,0.118
16,6,1,10,1,residential,731.2,0.473
23,5,1,12,0,tertiary,1351.3,0.092
17,3,0,1,0,primary,443.9,1.0
8,2,0,4,0,residential,1308.5,0.974
18,2,0,2,0,residential,179.5,0.922
5,1,0,12,0,trunk,1802.2,0.217
4,5,1,10,1,secondary,1569.5,0.074
18,5,1,6,1,primary,230.3,1.0
16,1,0,1,0,trunk,1655.3,1.0
0,4,0,7,1,residential,211.2,0.05
3,1,0,7,1,primary,1284.9,0.089
3,1,0,3,0,primary,1740.1,0.18
13,3,0,11,1,secondary,154.3,0.903
23,5,1,2,0,primary,269.8,0.113
5,0,0,2,0,trunk,1457.3,0.225
14,1,0,12,0,tertiary,1340.3,0.673
7,1,0,10,1,secondary,122.2,1.0
13,3,0,6,1,secondary,1095.5,0.875
9,6,1,9,1,primary,341.8,0.629
5,0,0,2,0,tertiary,94.3,0.126
16,1,0,6,1,primary,1174.0,1.0
4,1,0,10,1,tertiary,782.4,0.116
11,2,0,12,0,residential,1687.3,0.496
2,6,1,12,0,primary,1620.5,0.084
19,2,0,3,0,trunk,1018.3,1.0
0,6,1,2,0,secondary,1939.3,0.092
13,2,0,9,1,tertiary,1102.3,0.866
4,1,0,1,0,tertiary,1885.9,0.158
0,1,0,8,1,primary,873.8,0.05
5,3,0,4,0,trunk,1015.0,0.273
1,3,0,12,0,primary,890.9,0.093
18,0,0,7,1,secondary,303.5,1.0
3,2,0,6,1,tertiary,1908.2,0.05
21,5,1,11,1,primary,482.6,0.488
3,0,0,10,1,tertiary,1820.6,0.107
15,4,0,11,1,residential,768.7,0.827
14,4,0,11,1,tertiary,775.3,0.751
5,1,0,5,0,residential,1691.1,0.217
14,3,0,1,0,primary,136.0,0.771
1,6,1,2,0,trunk,289.1,0.094
23,6,1,7,1,trunk,498.2,0.26
8,6,1,2,0,residential,365.7,0.18
16,0,0,12,0,tertiary,923.1,0.799
4,4,0,1,0,primary,1949.7,0.092
6,4,0,1,0,residential,933.3,0.314
7,0,0,8,1,secondary,697.7,1.0
16,2,0,8,1,tertiary,439.0,0.944
3,5,1,4,0,primary,84.0,0.05
16,5,1,6,1,residential,880.5,0.56
8,3,0,1,0,secondary,285.0,1.0
21,6,1,4,0,trunk,835.0,0.393
14,2,0,7,1,residential,901.8,0.614
7,6,1,3,0,residential,87.0,0.213
1,2,0,7,1,residential,879.8,0.05
2,6,1,2,0,primary,921.5,0.126
15,5,1,8,1,primary,1832.2,0.57
7,4,0,9,1,primary,1650.1,1.0
22,6,1,12,0,tertiary,1169.6,0.178
22,0,0,6,1,secondary,132.5,0.469
16,0,0,10,1,tertiary,1310.8,0.92
19,4,0,8,1,secondary,1313.7,1.0
18,3,0,11,1,primary,1636.6,1.0
13,3,0,2,0,secondary,471.8,0.736
9,0,0,8,1,residential,1163.5,1.0
13,1,0,4,0,trunk,1356.0,0.766
19,2,0,10,1,trunk,1828.3,1.0
22,6,1,5,0,secondary,1772.7,0.228
21,1,0,1,0,secondary,961.2,0.408
17,6,1,3,0,primary,223.6,0.855
1,6,1,3,0,primary,1280.1,0.05
17,6,1,2,0,secondary,770.3,0.687
22,6,1,10,1,trunk,1050.3,0.382
4,0,0,2,0,residential,1926.9,0.081
23,6,1,9,1,trunk,1270.6,0.248
2,4,0,7,1,tertiary,643.0,0.05
3,3,0,6,1,trunk,1050.6,0.05
16,2,0,8,1,primary,1101.2,1.0
0,2,0,9,1,primary,866.6,0.05
5,6,1,4,0,residential,1148.7,0.05
9,4,0,7,1,primary,1541.0,1.0
15,5,1,10,1,tertiary,1593.4,0.535
13,4,0,9,1,secondary,953.6,0.83
15,5,1,11,1,primary,570.9,0.567
7,5,1,2,0,tertiary,1814.2,0.272
3,2,0,7,1,primary,1014.0,0.12
7,1,0,8,1,tertiary,1364.7,1.0
23,3,0,6,1,primary,1569.1,0.189
21,5,1,11,1,residential,404.4,0.465
22,5,1,5,0,trunk,783.8,0.176
17,1,0,12,0,tertiary,1874.3,1.0
16,2,0,3,0,primary,915.7,0.962
4,4,0,6,1,primary,802.6,0.184
7,6,1,11,1,residential,586.7,0.224
0,4,0,10,1,secondary,568.5,0.064
1,3,0,3,0,tertiary,820.6,0.05
4,6,1,9,1,residential,1223.8,0.153
2,2,0,2,0,secondary,1997.5,0.076
3,4,0,12,0,secondary,747.6,0.065
5,6,1,4,0,residential,260.5,0.05
6,3,0,12,0,residential,1794.2,0.291
1,2,0,6,1,trunk,1046.5,0.203
22,0,0,3,0,tertiary,1817.5,0.28
4,2,0,2,0,trunk,239.9,0.154
10,5,1,1,0,secondary,1409.2,0.362
13,3,0,2,0,residential,1523.4,0.717
15,5,1,2,0,trunk,297.2,0.529
17,5,1,1,0,trunk,1105.0,1.0
23,0,0,7,1,residential,1675.0,0.137
13,4,0,2,0,secondary,1687.5,0.804
19,1,0,7,1,residential,1897.0,1.0
7,5,1,10,1,residential,1408.1,0.209
9,4,0,7,1,trunk,659.1,1.0
8,2,0,11,1,primary,265.8,1.0
23,4,0,11,1,secondary,164.2,0.149
22,3,0,12,0,primary,735.0,0.344
2,3,0,2,0,residential,1381.4,0.14
17,6,1,9,1,residential,453.9,0.666
13,5,1,11,1,secondary,245.0,0.573
12,3,0,1,0,primary,98.3,0.802
20,5,1,10,1,tertiary,1623.6,0.516
1,2,0,7,1,residential,1380.7,0.055
23,6,1,9,1,trunk,898.1,0.259
8,1,0,1,0,tertiary,663.8,1.0
11,3,0,8,1,tertiary,1098.2,0.52
10,1,0,4,0,trunk,1620.3,0.808
0,3,0,3,0,secondary,1721.2,0.05
12,6,1,3,0,secondary,1552.3,0.565
10,5,1,5,0,primary,261.4,0.359
11,1,0,1,0,primary,1404.8,0.625
21,3,0,3,0,secondary,280.9,0.518
14,3,0,8,1,residential,655.7,0.648
10,4,0,2,0,residential,104.1,0.613
3,0,0,6,1,trunk,1639.8,0.102
16,5,1,7,1,primary,61.9,0.754
18,4,0,7,1,residential,1436.4,1.0
4,1,0,2,0,secondary,1176.8,0.135
0,6,1,5,0,residential,313.1,0.05
22,3,0,5,0,secondary,1295.3,0.287
3,1,0,1,0,secondary,1081.1,0.075
7,5,1,8,1,tertiary,494.6,0.218
17,0,0,8,1,trunk,733.2,1.0
5,2,0,5,0,trunk,390.9,0.262
22,6,1,4,0,trunk,682.4,0.306
8,2,0,5,0,primary,111.3,1.0
20,2,0,5,0,residential,710.2,0.617
4,6,1,4,0,primary,267.2,0.095
22,3,0,5,0,trunk,1248.8,0.34
23,5,1,8,1,trunk,1480.2,0.093
12,6,1,4,0,secondary,1345.8,0.533
20,5,1,11,1,secondary,1004.1,0.528
12,5,1,3,0,primary,1800.6,0.493
11,5,1,1,0,trunk,168.5,0.529
12,1,0,1,0,tertiary,691.5,0.576
20,1,0,1,0,residential,1237.3,0.64
23,4,0,9,1,secondary,570.2,0.17
10,6,1,4,0,tertiary,73.0,0.408
20,5,1,2,0,trunk,184.8,0.412
12,3,0,8,1,trunk,608.9,1.0
5,2,0,5,0,tertiary,1837.7,0.134
11,2,0,5,0,residential,154.3,0.434
11,5,1,2,0,residential,1225.4,0.349
6,3,0,12,0,trunk,258.9,0.444
23,5,1,6,1,secondary,1305.1,0.086
17,3,0,9,1,trunk,1339.1,1.0
18,4,0,7,1,trunk,1079.0,1.0
22,4,0,1,0,tertiary,1986.8,0.262
4,6,1,8,1,primary,584.8,0.144
4,2,0,7,1,secondary,121.0,0.104
23,3,0,12,0,tertiary,391.3,0.071
4,1,0,9,1,secondary,1205.2,0.121
3,1,0,2,0,trunk,1024.9,0.135
12,6,1,3,0,trunk,459.7,0.607
1,5,1,10,1,trunk,1852.0,0.169
3,0,0,2,0,primary,411.0,0.069
2,5,1,9,1,residential,949.6,0.067
1,0,0,9,1,trunk,1359.4,0.107
12,0,0,1,0,trunk,213.0,0.716
9,1,0,6,1,residential,1603.9,1.0
17,2,0,6,1,secondary,1300.2,1.0
16,6,1,1,0,residential,588.9,0.459
17,5,1,3,0,secondary,664.0,0.637
13,6,1,10,1,tertiary,1672.5,0.617
0,3,0,7,1,secondary,56.8,0.091
8,2,0,12,0,trunk,789.4,1.0
22,0,0,7,1,residential,1946.3,0.303
13,2,0,2,0,primary,75.4,0.743
9,6,1,2,0,primary,1423.0,0.361
7,2,0,1,0,residential,1106.2,0.771
18,2,0,10,1,residential,131.8,1.0
11,6,1,9,1,secondary,888.3,0.546
17,5,1,10,1,trunk,1262.6,1.0
19,3,0,1,0,trunk,506.5,1.0
20,4,0,2,0,residential,1081.8,0.656
21,5,1,11,1,residential,1574.1,0.418
13,1,0,6,1,residential,1695.6,0.818
12,0,0,12,0,trunk,511.7,0.791
13,5,1,6,1,residential,1706.1,0.517
18,4,0,3,0,residential,78.7,1.0
0,6,1,10,1,tertiary,1872.3,0.071
14,2,0,6,1,trunk,663.0,0.956
22,0,0,11,1,secondary,1002.1,0.393
5,6,1,2,0,primary,1106.5,0.129
4,2,0,2,0,trunk,1439.9,0.05
12,1,0,7,1,tertiary,395.2,0.765
18,0,0,8,1,primary,1631.8,1.0
8,5,1,12,0,tertiary,569.5,0.327
11,5,1,5,0,tertiary,997.9,0.471
1,2,0,7,1,trunk,296.5,0.156
11,3,0,1,0,trunk,85.2,0.775
23,0,0,2,0,residential,478.1,0.113
8,0,0,8,1,secondary,462.0,1.0
15,1,0,9,1,secondary,1843.1,1.0
8,0,0,1,0,primary,996.7,1.0
20,6,1,9,1,secondary,363.8,0.495
13,0,0,7,1,trunk,1852.2,1.0
11,0,0,8,1,primary,164.9,0.742
1,0,0,2,0,trunk,775.0,0.05
0,4,0,3,0,residential,1777.5,0.124
2,2,0,3,0,residential,207.7,0.111
1,5,1,6,1,secondary,1896.7,0.05
4,1,0,1,0,primary,951.6,0.142
13,4,0,6,1,primary,59.0,1.0
20,0,0,9,1,trunk,1581.2,1.0
10,5,1,5,0,secondary,1630.9,0.416
14,3,0,10,1,trunk,1167.5,1.0
13,2,0,3,0,trunk,551.3,0.922
13,6,1,12,0,primary,1920.7,0.49
23,4,0,3,0,residential,444.3,0.103
6,6,1,12,0,primary,119.3,0.22
10,0,0,3,0,tertiary,1560.6,0.606
21,1,0,2,0,residential,1790.2,0.376
6,6,1,12,0,tertiary,903.8,0.05
7,2,0,3,0,residential,1083.4,0.699
12,6,1,5,0,trunk,899.1,0.558
18,4,0,4,0,tertiary,1787.4,1.0
17,4,0,4,0,trunk,642.1,1.0
12,6,1,11,1,tertiary,841.5,0.605
1,2,0,6,1,primary,918.8,0.081
11,3,0,10,1,tertiary,737.3,0.711
12,1,0,4,0,trunk,406.4,0.8
17,2,0,6,1,primary,132.9,1.0
9,5,1,1,0,trunk,248.3,0.513
3,3,0,9,1,residential,234.8,0.195
0,1,0,6,1,tertiary,1423.1,0.05
5,1,0,11,1,primary,841.9,0.309
7,2,0,5,0,primary,1381.0,1.0
21,1,0,3,0,residential,1807.2,0.419
18,2,0,1,0,primary,357.9,1.0
1,0,0,6,1,primary,707.7,0.137
5,2,0,11,1,trunk,556.3,0.262
9,0,0,8,1,primary,1541.7,1.0
4,3,0,10,1,trunk,146.6,0.132
20,0,0,4,0,primary,143.9,0.735
12,2,0,11,1,trunk,471.7,0.911
18,0,0,1,0,tertiary,729.0,1.0
1,1,0,7,1,primary,1037.6,0.09
17,2,0,11,1,trunk,1824.2,1.0
20,2,0,10,1,trunk,1789.2,1.0
7,2,0,11,1,trunk,713.9,1.0
12,0,0,1,0,primary,844.7,0.624
0,5,1,1,0,residential,1163.8,0.062
17,0,0,2,0,trunk,804.4,1.0
22,1,0,8,1,trunk,570.8,0.471
22,1,0,11,1,secondary,1162.0,0.259
11,6,1,4,0,primary,55.4,0.41
15,3,0,7,1,secondary,701.6,0.824
0,0,0,8,1,secondary,1971.5,0.114
4,3,0,3,0,tertiary,256.2,0.061
1,5,1,3,0,trunk,1419.8,0.063
4,1,0,4,0,tertiary,695.5,0.099
1,4,0,1,0,residential,1685.9,0.057
1,2,0,4,0,primary,1292.6,0.129
13,4,0,5,0,secondary,77.2,0.734
3,0,0,7,1,residential,915.9,0.066
21,2,0,8,1,tertiary,1520.8,0.64
17,6,1,9,1,residential,680.4,0.682
23,4,0,7,1,tertiary,376.6,0.182
7,3,0,11,1,secondary,1604.8,1.0
16,1,0,2,0,tertiary,950.8,0.842
14,0,0,12,0,trunk,295.9,0.749
11,6,1,3,0,secondary,1441.7,0.424
17,0,0,3,0,secondary,891.3,1.0
19,5,1,11,1,secondary,181.7,0.92
16,6,1,2,0,trunk,1167.1,0.583
11,4,0,2,0,residential,257.5,0.525
3,4,0,7,1,secondary,1094.3,0.05
10,4,0,12,0,residential,1396.0,0.552
15,1,0,12,0,primary,794.4,0.705
10,1,0,8,1,trunk,1542.9,1.0
6,0,0,9,1,residential,1236.9,0.469
5,6,1,9,1,tertiary,696.8,0.095
1,5,1,2,0,trunk,319.3,0.06
0,0,0,3,0,trunk,466.8,0.05
9,4,0,3,0,secondary,313.8,1.0
2,2,0,5,0,residential,1975.4,0.05
20,1,0,12,0,secondary,1852.9,0.803
2,3,0,6,1,trunk,1224.8,0.05
0,5,1,3,0,primary,298.8,0.05
8,5,1,12,0,secondary,477.1,0.227
4,1,0,12,0,residential,1021.2,0.099
3,1,0,6,1,secondary,130.8,0.062
4,4,0,2,0,residential,704.2,0.121
6,0,0,11,1,primary,721.6,0.643
7,6,1,8,1,residential,946.2,0.182
7,1,0,2,0,primary,1320.9,1.0
19,0,0,7,1,primary,965.9,1.0
5,4,0,12,0,trunk,475.4,0.148
0,2,0,4,0,trunk,1651.3,0.115
5,1,0,10,1,primary,1612.8,0.255
3,3,0,8,1,primary,1027.1,0.05
13,6,1,7,1,residential,1910.4,0.527
1,3,0,4,0,residential,1863.2,0.104
12,2,0,6,1,primary,641.2,0.911
8,2,0,11,1,primary,909.9,1.0
19,6,1,4,0,secondary,1156.7,0.665
11,0,0,5,0,trunk,785.0,0.675
5,3,0,3,0,residential,1770.0,0.165
3,0,0,5,0,secondary,548.7,0.079
23,2,0,11,1,trunk,1406.1,0.126
4,0,0,11,1,trunk,1707.8,0.204
15,4,0,11,1,trunk,241.3,1.0
13,1,0,11,1,secondary,1462.5,1.0
18,5,1,7,1,tertiary,480.2,0.72
7,1,0,12,0,tertiary,1897.1,0.812
11,5,1,1,0,tertiary,1086.7,0.397
7,1,0,5,0,secondary,1901.3,1.0
2,0,0,12,0,tertiary,1704.3,0.074
16,3,0,7,1,primary,779.0,1.0
23,3,0,12,0,trunk,1366.5,0.209
15,2,0,8,1,residential,1194.3,0.845
20,2,0,4,0,tertiary,1935.8,0.652
13,2,0,10,1,residential,1982.7,0.683
16,3,0,2,0,residential,456.8,0.788
8,1,0,2,0,secondary,719.4,1.0
0,4,0,6,1,trunk,1838.3,0.129
2,6,1,6,1,secondary,1532.8,0.05
18,3,0,7,1,tertiary,1696.3,1.0
7,0,0,8,1,tertiary,316.6,0.914
8,1,0,7,1,primary,1869.6,1.0
21,2,0,11,1,trunk,1187.9,0.753
3,2,0,6,1,tertiary,466.3,0.05
14,4,0,7,1,secondary,1332.7,0.891
0,0,0,9,1,primary,1016.6,0.151
11,1,0,3,0,primary,204.8,0.668
17,2,0,6,1,secondary,457.8,1.0
21,2,0,12,0,secondary,894.2,0.574
8,2,0,11,1,residential,144.8,1.0
20,1,0,11,1,primary,1398.4,0.946
4,1,0,8,1,residential,933.3,0.176
12,5,1,6,1,residential,417.2,0.605
20,6,1,1,0,tertiary,1639.8,0.473
14,4,0,2,0,primary,1858.8,0.653
21,0,0,1,0,primary,1845.5,0.594
15,6,1,11,1,secondary,1472.5,0.554
6,0,0,7,1,primary,1228.2,0.603
18,5,1,2,0,secondary,1538.0,0.711
2,3,0,3,0,primary,437.0,0.055
6,3,0,10,1,tertiary,734.6,0.466
23,0,0,10,1,secondary,1172.4,0.163
15,6,1,4,0,tertiary,299.3,0.389
21,5,1,4,0,secondary,339.3,0.399
4,5,1,12,0,residential,492.3,0.05
19,4,0,3,0,primary,610.3,1.0
15,5,1,12,0,secondary,1574.6,0.48
13,0,0,9,1,tertiary,1945.4,0.892
2,0,0,9,1,residential,138.8,0.05
3,6,1,9,1,secondary,1668.0,0.05
1,0,0,1,0,residential,293.1,0.05
17,1,0,9,1,trunk,1282.6,1.0
2,6,1,8,1,residential,1849.9,0.05
12,3,0,4,0,tertiary,913.1,0.624
8,1,0,3,0,secondary,1960.4,1.0
4,1,0,3,0,trunk,82.9,0.08
3,6,1,10,1,tertiary,544.8,0.05
23,4,0,3,0,secondary,398.3,0.122
11,3,0,1,0,residential,406.9,0.645
10,1,0,6,1,primary,1805.4,0.769
20,6,1,12,0,residential,1735.8,0.371
3,4,0,1,0,tertiary,823.8,0.156
15,2,0,2,0,secondary,62.3,0.707
17,2,0,2,0,trunk,681.7,1.0
0,5,1,2,0,secondary,1560.8,0.096
16,6,1,5,0,residential,497.0,0.506
23,3,0,11,1,tertiary,802.9,0.155
11,2,0,5,0,trunk,191.8,0.756
5,5,1,11,1,primary,768.2,0.129
18,6,1,11,1,tertiary,693.4,0.718
18,5,1,2,0,trunk,1455.7,1.0
10,3,0,9,1,residential,747.6,0.648
15,6,1,1,0,secondary,85.4,0.542
21,0,0,2,0,trunk,1740.4,0.679
15,0,0,3,0,primary,341.9,0.813
7,6,1,12,0,residential,1816.6,0.213
19,3,0,8,1,trunk,1154.7,1.0
15,1,0,2,0,secondary,881.4,0.753
15,1,0,2,0,trunk,1970.9,0.833
12,5,1,1,0,residential,1920.3,0.469
22,4,0,9,1,trunk,1262.2,0.421
20,1,0,11,1,trunk,1805.2,1.0
9,1,0,2,0,trunk,228.8,1.0
6,0,0,9,1,trunk,1292.0,0.521
3,1,0,1,0,secondary,286.1,0.15
11,3,0,7,1,tertiary,1986.7,0.77
14,6,1,5,0,residential,63.4,0.394
17,3,0,7,1,tertiary,652.9,1.0
13,3,0,7,1,tertiary,1166.2,0.974
2,3,0,4,0,residential,1786.5,0.05
13,5,1,1,0,tertiary,1722.9,0.487
11,2,0,12,0,secondary,967.0,0.636
1,4,0,12,0,residential,1951.4,0.05
14,3,0,2,0,primary,1771.3,0.674
18,5,1,6,1,secondary,1160.2,0.94
11,4,0,8,1,primary,399.5,0.828
5,4,0,3,0,residential,856.4,0.169
2,6,1,6,1,trunk,615.5,0.129
17,6,1,10,1,tertiary,1242.9,0.679
7,2,0,6,1,tertiary,1755.6,1.0
9,5,1,4,0,tertiary,1432.6,0.32
9,4,0,2,0,residential,1160.3,0.739
19,4,0,4,0,trunk,522.8,1.0
8,4,0,8,1,tertiary,491.5,1.0
13,2,0,1,0,trunk,1530.2,0.88
5,1,0,4,0,primary,1207.0,0.136
16,3,0,3,0,trunk,1459.8,0.974
18,5,1,9,1,trunk,1186.1,1.0
3,1,0,3,0,primary,1936.3,0.152
14,1,0,1,0,secondary,274.5,0.649
15,6,1,1,0,residential,687.3,0.448
6,2,0,11,1,residential,772.6,0.421
18,1,0,3,0,primary,526.6,1.0
13,6,1,5,0,residential,1861.4,0.41
4,5,1,10,1,secondary,1154.8,0.136
11,0,0,3,0,primary,447.9,0.738
14,2,0,7,1,tertiary,1081.1,0.789
20,5,1,8,1,primary,1133.0,0.642
2,4,0,10,1,secondary,1891.5,0.05
8,5,1,6,1,residential,806.4,0.305
7,4,0,9,1,tertiary,143.7,0.931
13,1,0,11,1,secondary,115.3,0.86
9,3,0,5,0,secondary,567.0,1.0
9,1,0,11,1,residential,1442.7,1.0
23,5,1,11,1,residential,1573.8,0.195
20,2,0,12,0,secondary,1159.7,0.761
8,3,0,10,1,primary,348.3,1.0
15,3,0,5,0,primary,958.3,0.822
6,0,0,5,0,secondary,1690.9,0.471
11,0,0,3,0,secondary,1639.4,0.638
19,2,0,7,1,residential,709.8,1.0
5,1,0,4,0,secondary,1064.6,0.274
4,4,0,4,0,primary,315.8,0.142
3,1,0,4,0,primary,498.0,0.105
7,1,0,5,0,residential,963.5,0.785
21,3,0,8,1,tertiary,1869.0,0.539
13,1,0,8,1,trunk,1239.4,1.0
1,1,0,5,0,tertiary,460.7,0.156
2,1,0,4,0,trunk,1134.5,0.067
7,0,0,4,0,tertiary,1447.6,0.838
4,0,0,3,0,trunk,627.2,0.234
18,6,1,12,0,primary,227.2,0.992
22,1,0,3,0,secondary,620.7,0.325
23,3,0,5,0,trunk,952.0,0.156
3,6,1,8,1,residential,676.2,0.131
19,6,1,3,0,tertiary,147.6,0.594
11,5,1,9,1,secondary,1096.8,0.645
20,1,0,6,1,trunk,1750.8,1.0
4,2,0,10,1,primary,1615.2,0.119
17,2,0,12,0,tertiary,1834.0,1.0
23,5,1,3,0,secondary,996.7,0.087
2,6,1,3,0,primary,303.5,0.05
2,0,0,2,0,trunk,942.9,0.05
11,5,1,9,1,residential,1624.3,0.483
1,5,1,2,0,residential,1717.4,0.09
22,0,0,11,1,secondary,1216.6,0.333
18,4,0,10,1,tertiary,1404.2,1.0
3,3,0,2,0,secondary,392.2,0.157
15,3,0,12,0,tertiary,537.1,0.637
0,2,0,5,0,secondary,331.5,0.051
12,1,0,7,1,tertiary,1385.9,0.781
6,1,0,12,0,primary,1400.1,0.439
6,1,0,5,0,tertiary,639.0,0.47
9,4,0,9,1,residential,1041.7,0.985
10,0,0,5,0,residential,90.6,0.627
19,5,1,7,1,trunk,1384.5,1.0
10,1,0,11,1,residential,1018.8,0.785
20,5,1,4,0,secondary,1897.9,0.409
19,5,1,6,1,residential,504.7,0.622
5,1,0,6,1,trunk,349.5,0.23
12,2,0,9,1,primary,326.4,0.999
23,1,0,3,0,trunk,607.4,0.176
2,2,0,7,1,secondary,132.0,0.05
18,3,0,4,0,residential,526.5,1.0
21,5,1,3,0,residential,386.1,0.264
5,0,0,7,1,residential,198.2,0.175
19,4,0,1,0,trunk,712.3,1.0
7,5,1,9,1,primary,135.0,0.488
7,5,1,3,0,primary,1646.9,0.408
3,6,1,3,0,primary,775.6,0.116
9,4,0,11,1,primary,1436.9,1.0
17,3,0,7,1,tertiary,1792.6,1.0
18,0,0,9,1,tertiary,561.2,1.0
4,6,1,11,1,primary,133.0,0.178
18,4,0,8,1,residential,1294.6,1.0
23,3,0,11,1,residential,599.4,0.119
23,2,0,12,0,primary,1211.8,0.156
21,1,0,2,0,trunk,324.8,0.525
13,6,1,3,0,secondary,196.5,0.492
2,0,0,5,0,secondary,1242.9,0.101
17,1,0,2,0,tertiary,1478.8,1.0
18,6,1,12,0,primary,225.6,0.893
19,3,0,3,0,residential,1196.8,0.823
18,5,1,9,1,primary,1320.8,1.0
6,0,0,12,0,trunk,88.8,0.5
13,0,0,12,0,secondary,1427.1,0.802
